center_meal,r2_score,mape,Error
93_2126,0.29172963117672956,0.6490015825072346,
93_2826,0.5121493223305349,0.321116064525152,
93_1754,0.735581070309744,0.31116040199822825,
93_1971,0.7881018600170652,0.4364625521861053,
93_1902,0.34011243459589213,0.23920254263262672,
93_1558,0.6089215265421499,0.4685401480518399,
93_2581,0.6398063082178365,0.41331945999053654,
93_1962,0.7541591191125834,0.29994929220833844,
93_1445,0.6472846817398131,0.8660765414662402,
93_2444,0.6614567958163275,0.8859612453995129,
93_2867,0.5577321630818518,0.6003707674155908,
93_2760,0.48277845282209053,0.5473788596375491,
93_1525,0.5339733673625564,0.5435366037666732,
93_2704,0.5688771526377185,0.47301167078119466,
93_2492,0.6552409999220361,0.5293280399089965,
93_1543,0.4925455411744284,0.553872383165822,
93_2304,0.5042132283582812,0.6017447670373265,
93_2664,0.687046341588032,0.253943543486019,
93_2569,0.6659347703911396,0.2707962929330661,
93_2490,0.7599580892972887,0.3482524740981722,
186_1885,0.6304268705891429,0.22701149692804382,
186_1993,0.5137450938245957,0.3628355515273316,
186_2539,0.6007504185469288,0.7838041649402655,
186_2139,0.284199226704409,0.4781403962960856,
186_2631,0.4805253137730007,0.4850297990299485,
186_1248,0.45719840967406455,0.7095879659618312,
186_1778,0.33988447357242635,0.4922214103076979,
186_1062,0.39518251443455565,0.23252014772383703,
186_2707,0.3831146226129538,0.2952885252544415,
186_1207,0.532674880909106,0.42520075292579373,
186_1230,0.5761801347346999,0.5408823444160983,
186_2322,0.5269209589897168,0.4728139484605115,
186_2290,0.7567436517999098,0.30789836331120307,
186_1727,0.7768220607525043,0.46714344900246335,
186_1109,0.6713110288543782,0.31024967295348094,
186_1571,0.4042753518359796,0.5996540886751971,
186_2104,0.32542119151246973,0.44866767734502344,
186_2577,0.6551771838554751,0.4529113322300192,
186_2640,0.46687375109224805,0.3148362104555439,
186_1878,0.42671802758247945,0.4499050636557869,
186_1216,0.30365904133356525,0.5376321328858567,
186_2826,0.6014144133965417,0.38786368201197113,
186_1754,0.7406774210625057,0.28956861649145915,
186_1971,0.7203068368730768,0.45097647884169484,
186_1247,0.2902232065811038,0.3392842337431347,
186_1770,0.32236048121742555,0.3178458880575354,
186_1558,0.7424771282508301,0.5318340004566394,
186_2581,0.7166040256073852,0.49367284284558444,
186_1962,0.7355200699047717,0.43125611571442096,
186_1445,0.6415614760646762,0.7183287244409509,
186_2444,0.6148539698554841,0.7481175011462228,
186_2867,0.648526767240897,0.6068568024783166,
186_2760,0.4892301073687759,0.5386554555839634,
186_2704,0.40166688661565,0.6301883014065051,
186_1543,0.38371892145304665,0.668733449112132,
186_2304,0.47032884543372866,0.7749293152509457,
186_2664,0.5099858457544499,0.3428137458832081,
186_2569,0.6206081738252276,0.2992885677008909,
186_2490,0.7606102174398501,0.4664960961128603,
146_1885,0.5915022061569953,0.38287245853263313,
146_1993,0.46598183556132633,0.2598403167054023,
146_2539,0.5620149168122428,0.21474194925524212,
146_2139,0.42198354188903775,0.5445956722102946,
146_2631,0.48821425644139105,0.49300202740112786,
146_1248,0.6450124366807792,0.5664896522076903,
146_1778,0.6330008925686782,0.3433224139425984,
146_1062,0.6084674142714899,0.19350417866237402,
146_2707,0.4476228361098371,0.18341311587244616,
146_1207,0.516819207179285,0.45070834372061563,
146_1230,0.3129344768669783,0.7715077150288162,
146_2322,0.48962499142944893,0.6535285257208364,
146_2290,0.8025960664439731,0.19269286465552876,
146_1727,0.8859664128540073,0.17754280291000094,
146_1109,0.7537761392344793,0.18117724652599948,
146_1571,0.6453738773046007,0.4505090742693093,
146_2956,0.6545922813435388,0.3805652752213337,
146_2104,0.46552926862582833,0.6602739919315135,
146_2577,0.6911975749458643,0.21671472398579525,
146_2640,0.6471826121388307,0.16251892402433912,
146_1878,0.6010154276279736,0.15741424354904435,
146_2306,0.6324003641515833,0.6060853458679328,
146_1216,0.4459438320772292,0.49105818823312763,
146_2826,0.7589518269545402,0.2018426639621029,
146_1754,0.3976629332922711,0.4428672430109808,
146_1971,0.4169751024420023,0.6587630420814359,
146_1902,0.1954645930390243,0.5686661869517146,
146_1247,0.20526894468283496,0.608359401174671,
146_1770,0.317896798275374,0.4839968992668526,
146_1558,0.6193271943781068,0.4212328911221717,
146_2581,0.7291753465422035,0.3099566986619566,
146_1962,0.7150003012875322,0.28383960845403167,
146_1445,0.6629325191360659,0.7570268887013475,
146_2444,0.6251374155795371,0.7209916228984778,
146_2760,0.5657470435345913,0.24439732761059244,
146_1525,0.3983221802977118,0.24182709217074377,
146_2704,0.4280316289823819,0.19195806582156336,
146_2492,0.6426623874493526,0.41694344164409347,
146_1543,0.713972349823087,0.34638342148992257,
146_2304,0.7048668387566637,0.4397511874273421,
146_2664,0.6858539194849831,0.19075427062019237,
146_2569,0.8129478639435733,0.21875510150092048,
146_2490,0.7493230995321145,0.3120147974464953,
57_1885,0.7296047868473632,0.5465441474290935,
57_1993,0.5433132168535498,0.6437198045575052,
57_2539,0.6000379275924888,0.7218028304299404,
57_1248,0.6065908768866878,0.4740786324612335,
57_1778,0.3678961451408227,0.4033314379032286,
57_1062,0.24729046180585035,0.20586075639056747,
57_1207,0.7641274209932504,0.5068092720454986,
57_1230,0.6012135123634934,0.42482191306214984,
57_2322,0.5268544202885963,0.46654531646609265,
57_2290,0.7901439510060813,0.38726929481775607,
57_1727,0.6716662136852176,0.4291107027451688,
57_1109,0.637874035381981,0.4430029324323388,
57_2640,0.2684295838928211,0.6050339733744826,
57_1878,0.3171637973123266,0.5879826141730149,
57_1216,0.3740965594653588,0.5108542839350677,
57_2826,0.6392911323055437,0.5229524505006685,
57_1754,0.8501736511036666,0.4496539243532456,
57_1971,0.7979723991413958,0.6273812054730645,
57_1558,0.7117613621335683,0.5674201327995957,
57_2581,0.6424101940606768,0.4071545994464206,
57_1962,0.7109010012487653,0.5757213084462528,
57_2444,0.7310935538700132,1.0485297764686496,
57_2704,0.879562416772418,0.17942956510799657,
57_2492,0.5335891835937282,0.4918359097901779,
57_1543,0.4684453059066568,0.5337072831331786,
57_2664,0.4537600694238547,0.3670842441116494,
57_2569,0.5189812258037624,0.3485310232273998,
57_2490,0.8728206965578595,0.39931307038919867,
149_1885,0.37476549049863583,0.23819825067813438,
149_1993,0.42981990413408555,0.2899555958645451,
149_2539,0.4604366541786129,0.4773253045016204,
149_2631,0.616835007562347,0.42370229553269523,
149_1248,0.6596441779839265,0.6937059471463105,
149_1778,0.47915653847671746,0.3472784168739847,
149_1062,0.46667219287605866,0.26310938420102314,
149_2707,0.45585111257472133,0.3306905843891653,
149_1230,0.2721461253268447,0.5831559259216137,
149_2322,0.30350085394445525,0.48029281345399116,
149_2290,0.7379552050834015,0.4494758918622388,
149_1727,0.8034343983511241,0.4538219995784406,
149_1109,0.6697641688672238,0.38118703666738735,
149_2640,0.47700174883492785,0.42922464267572297,
149_1878,0.5241073616830205,0.5576973522147145,
149_2306,0.5083130384877813,0.533591899304331,
149_1216,0.45206409409156223,0.45066994372747304,
149_2126,0.22985373521852936,0.5253354100294053,
149_2826,0.6153658026861222,0.4541944588466014,
149_1754,0.772211956672022,0.5132385294166234,
149_1971,0.8192662622527187,0.806803100087688,
149_1247,0.45426801457539023,0.17763549347279325,
149_1770,0.03322867740418012,0.3733600027814331,
149_1558,0.661538344285894,0.7763138945855697,
149_2581,0.6086900368862456,0.6540300434973342,
149_1962,0.6065916840659562,0.5774323677025032,
149_2444,0.6602686472563566,0.7386568323883136,
149_2760,0.27934797463091,0.6166233530598217,
149_2704,0.45238237434087214,0.5174057814372786,
149_2492,0.5878275989024144,0.519255104830354,
149_1543,0.4860515979333978,0.506508234256733,
149_2304,0.40814449465848046,0.5797510112784117,
149_2664,0.6165606508247521,0.45150426904969926,
149_2569,0.5541139886075577,0.3093736648949786,
89_1885,0.549743054056411,0.15433632703071795,
89_1993,0.5151134399503294,0.22484362680020642,
89_2539,0.7639197037568282,0.2315119514625258,
89_2139,0.27673709699914595,0.5108396573367192,
89_2631,0.6100036005032228,0.6461660959403632,
89_1248,0.5659091976042172,0.776761561770717,
89_1778,0.4528705303603744,0.4160794870406218,
89_1062,0.4581353620885924,0.2767924399693776,
89_2707,0.4861285352467526,0.22176800019782275,
89_1207,0.7487740926509396,0.6805798291234862,
89_1230,0.6092265713774473,0.7925055705627346,
89_2322,0.6922846763956996,0.46032683611880726,
89_2290,0.7534929779083862,0.5495736319794008,
89_1727,0.847501593243474,0.3130324951098593,
89_1109,0.8412732573468945,0.2569629855483259,
89_1571,0.4662717365651311,0.5795953426109866,
89_2956,0.6551461024936156,0.514313767181781,
89_2104,0.6656477917615548,0.5760762997815504,
89_2577,0.6958262592711528,0.5612000726295309,
89_2640,0.8420688754576309,0.5048512068365002,
89_1878,0.7955200804713851,0.574857495746348,
89_2306,0.6515647178781276,0.8288378520722557,
89_1216,0.40795992976354845,0.5329208209835712,
89_2126,0.2967814459698146,0.546272100326757,
89_2826,0.7894746941340112,0.2805997771921268,
89_1754,0.8031696015170623,0.5846397109644068,
89_1971,0.832084202331671,1.371085027211485,
89_1902,0.3157103846667648,0.49227453776901875,
89_1247,0.24011868888940935,0.49560064795811254,
89_1198,0.26694402445323284,0.3445230114636826,
89_1311,0.2358914700957072,0.31726985101428745,
89_1803,0.28967416090967846,0.2651492136840799,
89_1438,0.7056017350027448,0.43251629027982674,
